id,title,venue,year,authors,doi,Label,abstract
1744,Minimal Multi-Layer Modifications of Deep Neural Networks.,cav,2022,"Ben Goldberger, Guy Katz, Yossi Adi, Joseph Keshet",https://www.semanticscholar.org/paper/47cae859d7d6436cff7618bd2a62450462bb7272,5,"Deep neural networks (DNNs) have become increasingly pop-
ular in recent years. However, despite their many successes, DNNs may
also err and produce incorrect and potentially fatal outputs in safety-
critical settings, such as autonomous driving, medical diagnosis, and air-
borne collision avoidance systems. Much work has been put into detect-
ing such erroneous behavior in DNNs, e.g., via testing or verification,
but removing these errors after their detection has received lesser at-
tention. We present here a new tool, called 3M-DNN, for repairing a
given DNN, which is known to err on some set of inputs. The novel re-
pair procedure implemented in 3M-DNN computes a modification to the
network’s weights that corrects its behavior, and attempts to minimize
this change via a sequence of calls to a backend, black-box DNN ver-
ification engine. To the best of our knowledge, our method is the first
one that allows repairing the network by simultaneously modifying mul-
tiple layers. This is achieved by splitting the network into sub-networks,
and applying a single-layer repairing technique to each component. We
evaluated 3M-DNN tool on an extensive set of benchmarks, obtaining
promising results."
1745,A Billion SMT Queries a Day (Invited Paper).,cav,2022,Neha Rungta,https://www.semanticscholar.org/paper/490a968f23429109ee83019aa5553e5e6e0979bd,1,"Amazon Web Services (AWS) is a cloud computing services provider that has made significant investments in applying formal methods to proving correctness of its internal systems and providing assurance of correctness to their end-users. In this paper, we focus on how we built abstractions and eliminated specifications to scale a verification engine for AWS access policies, Zelkova, to be usable by all AWS users. We present milestones from our journey from a thousand SMT invocations daily to an unprecedented billion SMT calls in a span of five years. In this paper, we talk about how the cloud is enabling application of formal methods, key insights into what made this scale of a billion SMT queries daily possible, and present some open scientific challenges for the formal methods community."
1746,Differentiable Logics for Neural Network Training and Verification.,cav,2022,"Natalia Ślusarz, Ekaterina Komendantskaya, Matthew L. Daggitt, Robert Stewart",10.1007/978-3-031-21222-2_5,5,"Neural network (NN) verification is a problem that has drawn attention of many researchers. The specific nature of neural networks does away with the conventional assumption that a static program is given for verification as in the case of NNs multiple models can be used if one fails a new one can be trained leading to an approach called continuous verification, referring to the loop between training and verification. One tactic for improving the network’s performance is through “constraint-based loss functions” - a method of using differentiable logic (DL) to translate logical constraints into loss functions which can then be used to train the network specifically to satisfy said constraint. In this paper we present a uniform way of defining a translation from logic syntax to a differentiable loss function then examine and compare the existing DLs. We explore mathematical properties desired in such translations and discuss the design space identifying possible directions of future work."
1748,Synthesizing Fair Decision Trees via Iterative Constraint Solving.,cav,2022,"Jingbo Wang, Yannan Li, Chao Wang",https://www.semanticscholar.org/paper/0feec4b71d2bfb852a2b8803f5b9526f23d79c25,3,"Decision trees are increasingly used to make socially sensitive decisions, where they are expected to be both accurate and fair, but it remains a challenging task to optimize the learning algorithm for fairness in a predictable and explainable fashion. To overcome the challenge, we propose an iterative framework for choosing decision attributes, or features, at each level by formulating feature selection as a series of mixed integer optimization problems. Both fairness and accuracy requirements are encoded as numerical constraints and solved by an off-the-shelf constraint solver. As a result, the trade-off between fairness and accuracy is quantifiable. At a high level, our method can be viewed as a generalization of the entropy-based greedy search techniques such as  and , and existing fair learning techniques such as  and . Our experimental evaluation on six datasets, for which demographic parity is used as the fairness metric, shows that the method is significantly more effective in reducing bias than other methods while maintaining accuracy. Furthermore, compared to non-iterative constraint solving, our iterative approach is at least 10 times faster."
1749,"Front Matter, Table of Contents, Preface, Conference Organization.",cav,2022," Daniele Cattaneo, Maria Fazio , Leonidas Kosmidis, Gabriele Morabito",https://www.semanticscholar.org/paper/8e42e29fda871771a1e22ebc95d96aac2bf097f3,1,"Front Matter, Table of Contents, Preface, Conference Organization
"
1750,STLmc: Robust STL Model Checking of Hybrid Systems Using SMT.,cav,2022,"Geunyeol Yu, Jia Lee, Kyungmin Bae",https://www.semanticscholar.org/paper/18c825fba229894455685ba19c7577cdce343f4f,1,"We present theSTLmcmodel checker for signal temporal logic (STL) properties of hybrid systems. TheSTLmctool can perform STL model checking up to a robustness threshold for a wide range of hybrid systems. Our tool utilizes the refutation-complete SMT-based bounded model checking algorithm by reducing the robust STL model checking problem into Boolean STL model checking. IfSTLmcdoes not find a counterexample, the system is guaranteed to be correct up to the given bounds and robustness threshold. We demonstrate the effectiveness ofSTLmcon a number of hybrid system benchmarks."
1751,End-to-End Mechanized Proof of an eBPF Virtual Machine for Micro-controllers.,cav,2022,"Shenghao Yuan, Frédéric Besson, Jean-Pierre Talpin, Samuel Hym, Koen Zandberg, Emmanuel Baccelli",https://www.semanticscholar.org/paper/2d21eaa90c0b62024e7d1c8df858e92b5c94acb0,1,"RIOT is a micro-kernel dedicated to IoT applications that adopts eBPF (extended Berkeley Packet Filters) to implement so-called femto-containers. As micro-controllers rarely feature hardware memory protection, the isolation of eBPF virtual machines (VM) is critical to ensure system integrity against potentially malicious programs. This paper shows how to directly derive, within the Coq proof assistant, the verified C implementation of an eBPF virtual machine from a Gallina specification. Leveraging the formal semantics of the CompCert C compiler, we obtain an end-to-end theorem stating that the C code of our VM inherits the safety and security properties of the Gallina specification. Our refinement methodology ensures that the isolation property of the specification holds in the verified C implementation. Preliminary experiments demonstrate satisfying performance."
1752,Finding Smart Contract Vulnerabilities with ConCert&apos;s Property-Based Testing Framework.,cav,2022,"Phitchayaphong Tantikul, Sudsanguan Ngamsuriyaroj",https://www.semanticscholar.org/paper/a4d21a0aa47984f1754ccb0c5475fb632c7db063,1,"We provide three detailed case studies of vulnerabilities in smart contracts, and show how property
based testing would have found them: 1. the Dexter1 token exchange; 2. the iToken; 3. the ICO of
Brave’s BAT token. The last example is, in fact, new, and was missed in the auditing process.
We have implemented this testing in ConCert, a general executable model/specification of smart
contract execution in the Coq proof assistant. ConCert contracts can be used to generate verified
smart contracts in Tezos’ LIGO and Concordium’s rust language. We thus show the effectiveness of
combining formal verification and property-based testing of smart contracts."
1755,"4th International Workshop on Formal Methods for Blockchains, FMBC@CAV 2022, Haifa, Israel, August 11, 2022",cav,2022,Zaynah Dargaye,https://www.semanticscholar.org/paper/e87c907b4bbaa1462d917407c90f58834f5505d6,1,"Blockchains are decentralised transactional ledgers that rely on cryptographic hash functions for guaranteeing the integrity of the stored data. Participants on the network reach agreement on what valid transactions are through consensus algorithms.

Blockchains may also provide support for Smart Contracts. Smart Contracts are scripts of an ad-hoc programming language that are stored in the blockchain and that run on the network. They can interact with the ledger’s data and update its state. These scripts can express the logic of possibly complex contracts between users of the blockchain. Thus, Smart Contracts can facilitate the economic activity of blockchain participants.

With the emergence and increasing popularity of cryptocurrencies such as Bitcoin and Ethereum, it is now of utmost importance to have strong guarantees of the behaviour of blockchain software. These guarantees can be brought by using Formal Methods. Indeed, Blockchain software encompasses many topics of computer science where using Formal Methods techniques and tools is relevant: consensus algorithms to ensure the liveness and the security of the data on the chain, programming languages specifically designed to write smart contracts, cryptographic protocols, such as zero-knowledge proofs, used to ensure privacy, etc."
1756,"Software Verification and Formal Methods for ML-Enabled Autonomous Systems - 5th International Workshop, FoMLAS 2022, and 15th International Workshop, NSV 2022, Haifa, Israel, July 31 - August 1, and August 11, 2022, Proceedings",cav,2022,"Omri Isac, Radoslav Ivanov, Guy Katz, Nina Narodytska, Laura Nenzi",https://www.semanticscholar.org/paper/26a7acf3e0b62b94c2befba05ecb6a1e90958f45,1,"This book constitutes the refereed proceedings of the 5th International Workshop on Software Verification and Formal Methods for ML-Enables Autonomous Systems, FoMLAS 2022, and the 15th International Workshop on Numerical Software Verification, NSV 2022, which took place in Haifa, Israel, in July/August 2022. 

The volume contains 8 full papers from the FoMLAS 2022 workshop and 3 full papers from the NSV 2022 workshop. The FoMLAS workshop is dedicated to the development of novel formal methods techniques to discussing on how formal methods can be used to increase predictability, explainability, and accountability of ML-enabled autonomous systems. NSV 2022 is focusing on the challenges of the verification of cyber-physical systems with machine learning components. "
1758,Stateless Model Checking Under a Reads-Value-From Equivalence.,cav,2021,"Pratyush Agarwal, Krishnendu Chatterjee, Shreya Pathak, Andreas Pavlogiannis, Viktor Toman",10.1007/978-3-030-81685-8_16,1,"Stateless model checking (SMC) is one of the standard approaches to the verification of concurrent programs. As scheduling non-determinism creates exponentially large spaces of thread interleavings, SMC attempts to partition this space into equivalence classes and explore only a few representatives from each class. The efficiency of this approach depends on two factors: (a) the coarseness of the partitioning, and (b) the time to generate representatives in each class. For this reason, the search for coarse partitionings that are efficiently explorable is an active research challenge.In this work we present {\text {RVF-SMC}}
 RVF-SMC
 , a new SMC algorithm that uses a novel reads-value-from (RVF) partitioning. Intuitively, two interleavings are deemed equivalent if they agree on the value obtained in each read event, and read events induce consistent causal orderings between them. The RVF partitioning is provably coarser than recent approaches based on Mazurkiewicz and “reads-from” partitionings. Our experimental evaluation reveals that RVF is quite often a very effective equivalence, as the underlying partitioning is exponentially coarser than other approaches. Moreover, {\text {RVF-SMC}}
 RVF-SMC
 generates representatives very efficiently, as the reduction in the partitioning is often met with significant speed-ups in the model checking task."
1759,Fast Zone-Based Algorithms for Reachability in Pushdown Timed Automata.,cav,2021,"S. Akshay, Paul Gastin, Karthik R. Prakash",10.1007/978-3-030-81685-8_30,2,"Given the versatility of timed automata a huge body of work has evolved that considers extensions of timed automata. One extension that has received a lot of interest is timed automata with a, possibly unbounded, stack, also called pushdown timed automata (PDTA). While different algorithms have been given for reachability in different variants of this model, most of these results are purely theoretical and do not give rise to efficient implementations. One main reason for this is that none of these algorithms (and the implementations that exist) use the so-called zone-based abstraction, but rely either on the region-abstraction or other approaches, which are significantly harder to implement.In this paper, we show that a naive extension, using simulations, of the zone based reachability algorithm for the control state reachability problem of timed automata is not sound in the presence of a stack. To understand this better we give an inductive rule based view of the zone reachability algorithm for timed automata. This alternate view allows us to analyze and adapt the rules to also work for pushdown timed automata. We obtain the first zone-based algorithm for PDTA which is terminating, sound and complete. We implement our algorithm in the tool TChecker and perform experiments to show its efficacy, thus leading the way for more practical approaches to the verification of timed pushdown systems."
1760,Lower-Bound Synthesis Using Loop Specialization and Max-SMT.,cav,2021,"Elvira Albert, Samir Genaim, Enrique Martin-Martin, Alicia Merayo, Albert Rubio",10.1007/978-3-030-81688-9_40,1,"This paper presents a new framework to synthesize lower-bounds on the worst-case cost for non-deterministic integer loops. As in previous approaches, the analysis searches for a metering function that under-approximates the number of loop iterations. The key novelty of our framework is the specialization of loops, which is achieved by restricting their enabled transitions to a subset of the inputs combined with the narrowing of their transition scopes. Specialization allows us to find metering functions for complex loops that could not be handled before or be more precise than previous approaches. Technically, it is performed (1) by using quasi-invariants while searching for the metering function, (2) by strengthening the loop guards, and (3) by narrowing the space of non-deterministic choices. We also propose a Max-SMT encoding that takes advantage of the use of soft constraints to force the solver look for more accurate solutions. We show our accuracy gains on benchmarks extracted from the 2020 Termination and Complexity Competition by comparing our results to those obtained by the 
""Image missing""
 system."
1762,IMITATOR 3: Synthesis of Timing Parameters Beyond Decidability.,cav,2021,Étienne André,10.1007/978-3-030-81685-8_26,1,"Real-time systems are notoriously hard to verify due to nondeterminism, concurrency and timing constraints. When timing constants are uncertain (in early the design phase, or due to slight variations of the timing bounds), timed model checking techniques may not be satisfactory. In contrast, parametric timed model checking synthesizes timing values ensuring correctness. takes as input an extension of parametric timed automata (PTAs), a powerful formalism to formally verify critical real-time systems. extends PTAs with multi-rate clocks, global rational-valued variables and a set of additional useful features. We describe here the new features and algorithms offered by  3, that moved along the years from a simple prototype dedicated to robustness analysis to a standalone parametric model checker for timed systems."
1763,PAYNT: A Tool for Inductive Synthesis of Probabilistic Programs.,cav,2021,"Roman Andriushchenko, Milan Češka, Sebastian Junges, Joost-Pieter Katoen, Šimon Stupinský",10.1007/978-3-030-81685-8_40,1,"This paper presents PAYNT, a tool to automatically synthesise probabilistic programs. PAYNT enables the synthesis of finite-state probabilistic programs from a program sketch representing a finite family of program candidates. A tight interaction between inductive oracle-guided methods with state-of-the-art probabilistic model checking is at the heart of PAYNT. These oracle-guided methods effectively reason about all possible candidates and synthesise programs that meet a given specification formulated as a conjunction of temporal logic constraints and possibly including an optimising objective. We demonstrate the performance and usefulness of PAYNT using several case studies from different application domains; e.g., we find the optimal randomized protocol for network stabilisation among 3M potential programs within minutes, whereas alternative approaches would need days to do so."
1765,JavaSMT 3: Interacting with SMT Solvers in Java.,cav,2021,"Daniel Baier, Dirk Beyer, Karlheinz Friedberger",https://www.semanticscholar.org/paper/ca44e244c03158cf5cc586a8bb3c61dac0c43bbb,1,"Satisfiability Modulo Theories (SMT) is an enabling technology with many applications, especially in computer-aided verification. Due to advances in research and strong demand for solvers, there are many SMT solvers available. Since different implementations have different strengths, it is often desirable to be able to substitute one solver by another. Unfortunately, the solvers have vastly different APIs and it is not easy to switch to a different solver (lock-in effect). To tackle this problem, we developed JavaSMT, which is a solver-independent framework that unifies the API for using a set of SMT solvers. This paper describes version 3 of JavaSMT, which now supports eight SMT solvers and offers a simpler build and update process. Our feature comparisons and experiments show that different SMT solvers significantly differ in terms of feature support and performance characteristics. A unifying Java API for SMT solvers is important to make the SMT technology accessible for software developers. Similar APIs exist for other programming languages."
1766,Causality-Based Game Solving.,cav,2021,Zoran Popovic,https://www.semanticscholar.org/paper/343dd378ee065692a4199dbbffcd7ff0938c9d26,3,"We present a causality-based algorithm for solving two-player reachability games represented by logical constraints. These games are a useful formalism to model a wide array of problems arising, e.g., in program synthesis. Our technique for solving these games is based on the notion of subgoals, which are slices of the game that the reachability player necessarily needs to pass through in order to reach the goal. We use Craig interpolation to identify these necessary sets of moves and recursively slice the game along these subgoals. Our approach allows us to infer winning strategies that are structured along the subgoals. If the game is won by the reachability player, this is a strategy that progresses through the subgoals towards the final goal; if the game is won by the safety player, it is a permissive strategy that completely avoids a single subgoal. We evaluate our prototype implementation on a range of different games. On multiple benchmark families, our prototype scales dramatically better than previously available tools."
1769,Debugging Network Reachability with Blocked Paths.,cav,2021,"S. Bayless, J. Backes, D. DaCosta, B. F. Jones, N. Launchbury, P. Trentin, K. Jewell, S. Joshi, M. Q. Zeng, N. Mathews",https://www.semanticscholar.org/paper/ed1ba98eb379a2c3dfdc17919af3a660184eb7a4,2,"In this industrial case study we describe a new network troubleshooting analysis used byVPC Reachability Analyzer, an SMT-based network reachability analysis and debugging tool. Our troubleshooting analysis uses a formal model of AWS Virtual Private Cloud (VPC) semantics to identify whether a destination is reachable from a source in a given VPC configuration. In the case where there is no feasible path, our analysis derives ablocked path: an infeasible but otherwise complete path that would be feasible if a corresponding set of VPC configuration settings were adjusted.Our blocked path analysis differs from other academic and commercial offerings that either rely on packet probing (e.g.,tcptrace) or provide only partial paths terminating at the first component that rejects the packet. By providing a complete (but infeasible) path from the source to destination, we identify for a user all the configuration settings they will need to alter to admit that path (instead of requiring them to repeatedly re-run the analysis after making partial changes). This allows users to refine their query so that the blocked path is aligned with their intended network behavior before making any changes to their VPC configuration."
1770,Counting Minimal Unsatisfiable Subsets.,cav,2021,"Jaroslav Bendík, Kuldeep S. Meel",https://www.semanticscholar.org/paper/e84cdfbf968e0651d5736d322c6fcdc3f5671331,3,"Given an unsatisfiable Boolean formulaFin CNF, an unsatisfiable subset of clauses U ofFis called Minimal Unsatisfiable Subset (MUS) if every proper subset ofUis satisfiable. Since MUSes serve as explanations for the unsatisfiability ofF, MUSes find applications in a wide variety of domains. The availability of efficient SAT solvers has aided the development of scalable techniques for finding and enumerating MUSes in the past two decades. Building on the recent developments in the design of scalable model counting techniques for SAT, Bendík and Meel initiated the study of MUS counting techniques. They succeeded in designing the first approximate MUS counter,\mathsf {AMUSIC}AMUSIC, that does not rely on exhaustive MUS enumeration.\mathsf {AMUSIC}AMUSIC, however, suffers from two shortcomings: the lack of exact estimates and limited scalability due to its reliance on 3-QBF solvers.In this work, we address the two shortcomings of\mathsf {AMUSIC}AMUSICby designing the first exact MUS counter,\mathsf {CountMUST}CountMUST, that does not rely on exhaustive enumeration.\mathsf {CountMUST}CountMUSTcircumvents the need for 3-QBF solvers by reducing the problem of MUS counting to projected model counting. While projected model counting is #NP-hard, the past few years have witnessed the development of scalable projected model counters. An extensive empirical evaluation demonstrates that\mathsf {CountMUST}CountMUSTsuccessfully returns MUS count for 1500 instances while\mathsf {AMUSIC}AMUSICand enumeration-based techniques could only handle up to 833 instances."
1772,LLMC: Verifying High-Performance Software.,cav,2021,Freark I. van der Berg,10.1007/978-3-030-81688-9_32,1,"Multi-threaded unit tests for high-performance thread-safe data structures typically do not test all behaviour, because only a single scheduling of threads is witnessed per invocation of the unit tests. Model checking such unit tests allows to verify all interleavings of threads. These tests could be written in or compiled to LLVM IR. Existing LLVM IR model checkers like divine and Nidhugg, use an LLVM IR interpreter to determine the next state. This paper introduces llmc, a multi-core explicit-state model checker of multi-threaded LLVM IR that translates LLVM IR to LLVM IR that is executed instead of interpreted. A test suite of 24 tests, stressing data structures, shows that on average llmc clearly outperforms the state-of-the-art tools divine and Nidhugg."
1774,Verified Cryptographic Code for Everybody.,cav,2021,"Brett Boston, Samuel Breese, Joey Dodds, Mike Dodds, Brian Huffman, Adam Petcher, Andrei Stefanescu",10.1007/978-3-030-81685-8_31,1,"We have completed machine-assisted proofs of two highly-optimized cryptographic primitives, AES-256-GCM and SHA-384. We have verified that the implementations of these primitives, written in a mix of C and x86 assembly, are memory safe and functionally correct, by which we mean input-output equivalent to their algorithmic specifications. Our proofs were completed using SAW, a bounded cryptographic verification tool which we have extended to handle embedded x86. The code we have verified comes from AWS LibCrypto. This code is identical to BoringSSL and very similar to OpenSSL, from which it ultimately derives. We believe we are the first to formally verify these implementations, which protect the security of nearly everybody on the internet."
1775,Efficient SMT-Based Analysis of Failure Propagation.,cav,2021,"Marco Bozzano, Alessandro Cimatti, Anthony Fernandes Pires, Alberto Griggio, Martin Jonáš, Greg Kimberly",10.1007/978-3-030-81688-9_10,1,"The process of developing civil aircraft and their related systems includes multiple phases of Preliminary Safety Assessment (PSA). An objective of PSA is to link the classification of failure conditions and effects (produced in the functional hazard analysis phases) to appropriate safety requirements for elements in the aircraft architecture. A complete and correct preliminary safety assessment phase avoids potentially costly revisions to the design late in the design process. Hence, automated ways to support PSA are an important challenge in modern aircraft design. A modern approach to conducting PSAs is via the use of abstract propagation models, that are basically hyper-graphs where arcs model the dependency among components, e.g. how the degradation of one component may lead to the degraded or failed operation of another. Such models are used for computing failure propagations: the fault of a component may have multiple ramifications within the system, causing the malfunction of several interconnected components. A central aspect of this problem is that of identifying the minimal fault combinations, also referred to as minimal cut sets, that cause overall failures.In this paper we propose an expressive framework to model failure propagation, catering for multiple levels of degradation as well as cyclic and nondeterministic dependencies. We define a formal sequential semantics, and present an efficient SMT-based method for the analysis of failure propagation, able to enumerate cut sets that are minimal with respect to the order between levels of degradation. In contrast with the state of the art, the proposed approach is provably more expressive, and dramatically outperforms other systems when a comparison is possible."
1776,Program Sketching by Automatically Generating Mocks from Tests.,cav,2021,"Nate F. F. Bragg, Jeffrey S. Foster, Cody Roux, Armando Solar-Lezama",10.1007/978-3-030-81685-8_38,2,"Sketch is a popular program synthesis tool that solves for unknowns in a sketch or partial program. However, while Sketch is powerful, it does not directly support modular synthesis of dependencies, potentially limiting scalability. In this paper, we introduce Sketcham, a new technique that modularizes a regular sketch by automatically generating mocks—functions that approximate the behavior of complete implementations—from the sketch’s test suite. For example, if the function f originally calls g, Sketcham creates a mock g_m
 
 g
 m
 
 from g’s tests and augments the sketch with a version of f that calls g_m
 
 g
 m
 
 . This change allows the unknowns in f and g to be solved separately, enabling modular synthesis with no extra work from the Sketch user. We evaluated Sketcham on ten benchmarks, performing enough runs to show at a 95% confidence level that Sketcham improves median synthesis performance on six of our ten benchmarks by a factor of up to 5\times 
 ×
 compared to plain Sketch, including one benchmark that times out on Sketch, while exhibiting similar performance on the remaining four. Our results show that Sketcham can achieve modular synthesis by automatically generating mocks from tests.,Nate F. F. Bragg, J. Foster, Cody Roux, Armando Solar-Lezama"
1777,Using Coq to Enforce the Checks-Effects-Interactions Pattern in DeepSEA Smart Contracts (Short Paper).,cav,2021,Giovanna Massarotto,https://www.semanticscholar.org/paper/d4d0d9dd15861baba33cc2f6021435f81a4de25e,1,"Using the DeepSEA system for smart contract proofs, this paper investigates how to use the Coq theorem prover to enforce that smart contracts follow the Checks-Effects-Interactions Pattern. This pattern is widely understood to mitigate the risks associated with reentrancy. The infamous The DAO exploit is an example of the risks of not following the Checks-Effects-Interactions Pattern. It resulted in the loss of over 50 million USD and involved reentrancy - the exploit used would not have been possible if the Checks-Effects-Interactions Pattern had been followed.
Remix IDE, for example, already has a tool to check that the Checks-Effects-Interactions Pattern has been followed as part of the Solidity Static Analysis module which is available as a plugin. However, aside from simply replicating the Remix IDE feature, implementing a Checks-Effects-Interactions Pattern checker in the proof assistant Coq also allows us to use the proofs, which are generated in the process, in other proofs related to the smart contract.
As an example of this, we will demonstrate an idea for how the modelling of Ether transfer can be simplified by using automatically generated proofs of the property that each smart contract function will call the Ether transfer method at most once (excluding any calls related to invoking other smart contracts). This property is a consequence of following a strict version of the Checks-Effects-Interactions Pattern as given in this paper."
1779,Diffy: Inductive Reasoning of Array Programs Using Difference Invariants.,cav,2021,"Supratik Chakraborty, Ashutosh Gupta, Divyesh Unadkat",10.1007/978-3-030-81688-9_42,3,"We present a novel verification technique to prove properties of a class of array programs with a symbolic parameter N denoting the size of arrays. The technique relies on constructing two slightly different versions of the same program. It infers difference relations between the corresponding variables at key control points of the joint control-flow graph of the two program versions. The desired post-condition is then proved by inducting on the program parameter N, wherein the difference invariants are crucially used in the inductive step. This contrasts with classical techniques that rely on finding potentially complex loop invaraints for each loop in the program. Our synergistic combination of inductive reasoning and finding simple difference invariants helps prove properties of programs that cannot be proved even by the winner of Arrays sub-category in SV-COMP 2021. We have implemented a prototype tool called Diffy to demonstrate these ideas. We present results comparing the performance of Diffy with that of state-of-the-art tools."
1781,Towards a Trustworthy Semantics-Based Language Framework via Proof Generation.,cav,2021,"Xiaohong Chen, Zhengyao Lin, Minh-Thai Trinh, Grigore Roşu",10.1007/978-3-030-81688-9_23,3,"We pursue the vision of an ideal language framework, where programming language designers only need to define the formal syntax and semantics of their languages, and all language tools are automatically generated by the framework. Due to the complexity of such a language framework, it is a big challenge to ensure its trustworthiness and to establish the correctness of the autogenerated language tools. In this paper, we propose an innovative approach based on proof generation. The key idea is to generate proof objects as correctness certificates for each individual task that the language tools conduct, on a case-by-case basis, and use a trustworthy proof checker to check the proof objects. This way, we avoid formally verifying the entire framework, which is practically impossible, and thus can make the language framework both practical and trustworthy. As a first step, we formalize program execution as mathematical proofs and generate their complete proof objects. The experimental result shows that the performance of our proof object generation and proof checking is very promising."
1782,Model-Checking Structured Context-Free Languages.,cav,2021,"Michele Chiari, Dino Mandrioli, Matteo Pradella",10.1007/978-3-030-81688-9_18,2,"The problem of model checking procedural programs has fostered much research towards the definition of temporal logics for reasoning on context-free structures. The most notable of such results are temporal logics on Nested Words, such as CaRet and NWTL. Recently, the logic OPTL was introduced, based on the class of Operator Precedence Languages (OPL), more powerful than Nested Words. We define the new OPL-based logic POTL, and provide a model checking procedure for it. POTL improves on NWTL by enabling the formulation of requirements involving pre/post-conditions, stack inspection, and others in the presence of exception-like constructs. It improves on OPTL by being FO-complete, and by expressing more easily stack inspection and function-local properties. We developed a model checking tool for POTL, which we experimentally evaluate on some interesting use-cases."
1783,Automated Safety Verification of Programs Invoking Neural Networks.,cav,2021,"Maria Christakis, Hasan Ferit Eniser, Holger Hermanns, Jörg Hoffmann, Yugesh Kothari, Jianlin Li, Jorge A. Navas, Valentin Wüstholz",10.1007/978-3-030-81685-8_9,4,"State-of-the-art program-analysis techniques are not yet able to effectively verify safety properties of heterogeneous systems, that is, systems with components implemented using diverse technologies. This shortcoming is pinpointed by programs invoking neural networks despite their acclaimed role as innovation drivers across many application areas. In this paper, we embark on the verification of system-level properties for systems characterized by interaction between programs and neural networks. Our technique provides a tight two-way integration of a program and a neural-network analysis and is formalized in a general framework based on abstract interpretation. We evaluate its effectiveness on 26 variants of a widely used, restricted autonomous-driving benchmark."
1784,"Checking Data-Race Freedom of GPU Kernels, Compositionally.",cav,2021,"Tiago Cogumbreiro, Julien Lange, Dennis Liew Zhen Rong, Hannah Zicarelli",10.1007/978-3-030-81685-8_19,1,"GPUs offer parallelism as a commodity, but they are difficult to program correctly. Static analyzers that guarantee data-race freedom (DRF) are essential to help programmers establish the correctness of their programs (kernels). However, existing approaches produce too many false alarms and struggle to handle larger programs. To address these limitations we formalize a novel compositional analysis for DRF, based on access memory protocols. These protocols are behavioral types that codify the way threads interact over shared memory.Our work includes fully mechanized proofs of our theoretical results, the first mechanized proofs in the field of DRF analysis for GPU kernels. Our theory is implemented in , a tool that outperforms the state-of-the-art. Notably, it can correctly verify at least 1.42{\times }
 
 1.42
 ×
 
 more real-world kernels, and it exhibits a linear growth in 4 out of 5 experiments, while others grow exponentially in all 5 experiments."
1786,Rigorous Roundoff Error Analysis of Probabilistic Floating-Point Computations.,cav,2021,"George Constantinides, Fredrik Dahlqvist, Zvonimir Rakamarić, Rocco Salvia",https://www.semanticscholar.org/paper/375cacbc13a1c0596a387127b70599b0f456197a,2,"We present a detailed study of roundoff errors in probabilistic floating-point computations. We derive closed-form expressions for the distribution of roundoff errors associated with a random variable, and we prove that roundoff errors are generally close to being uncorrelated with their generating distribution. Based on these theoretical advances, we propose a model of IEEE floating-point arithmetic for numerical expressions with probabilistic inputs and an algorithm for evaluating this model. Our algorithm provides rigorous bounds to the output and error distributions of arithmetic expressions over random variables, evaluated in the presence of roundoff errors. It keeps track of complex dependencies between random variables using an SMT solver, and is capable of providing sound but tight probabilistic bounds to roundoff errors using symbolic affine arithmetic. We implemented the algorithm in the PAF tool, and evaluated it on FPBench, a standard benchmark suite for the analysis of roundoff errors. Our evaluation shows that PAF computes tighter bounds than current state-of-the-art on almost all benchmarks."
1787,Programmable Program Synthesis.,cav,2021,Christoph Eberl,https://www.semanticscholar.org/paper/6ca39e5a8a717c9a4e8c960f7b03009320828ff8,3,"Program synthesis is now a reality, and we are approaching the point where domain-specific synthesizers can now handle problems of practical sizes. Moreover, some of these tools are finding adoption in industry. However, for synthesis to become a mainstream technique adopted at large by programmers as well as by end-users, we need to design programmable synthesis frameworks that (i) are not tailored to specific domains or languages, (ii) enable one to specify synthesis problems with a variety of qualitative and quantitative objectives in mind, and (iii) come equipped with theoretical as well as practical guarantees. We report on our work on designing such frameworks and on building synthesis engines that can handle program-synthesis problems describable in such frameworks, and describe open challenges and opportunities."
1788,Towards Verified Price Oracles for Decentralized Exchange Protocols.,cav,2021,Stijn Van Hijfte,https://www.semanticscholar.org/paper/6e62f6935c65a33557737f5e8530c1a2e52cc574,1,"Various smart contracts have been designed and deployed on blockchain platforms to enable cryptocurrency trading, leading to an ever expanding user base of decentralized exchange platforms (DEXs). Automated Market Maker contracts enable token exchange without the need of third party book-keeping. These contracts also serve as price oracles for other contracts, by using a mathematical formula to calculate token exchange rates based on token reserves. However, the price oracle mechanism is vulnerable to attacks both from programming errors and from mistakes in the financial model, and so far their complexity makes it difficult to formally verify them. We present a verified AMM contract and validate its financial model by proving a theorem about a lower bound on the cost of manipulation of the token prices to the attacker. The contract is implemented using the DeepSEA system, which ensures that the theorem applies to the actual EVM bytecode of the contract. This theorem could be used as proof of correctness for other contracts using the AMM, so this is a step towards a verified DeFi landscape."
